control,mode,step,temperature,soft_loss,gradient_norm_before_clip,hard_checked,hard_improved,selected_best_step,hard_loss
correct,ENDPOINT_REFERENCE,155,0.1,0.0003368642646819353,8.936827725847252e-06,True,True,155,0.0010267518227919936
correct,ENDPOINT_REFERENCE,156,0.1,0.0003352342755533755,9.452699487155769e-06,False,False,155,
correct,ENDPOINT_REFERENCE,157,0.1,0.0003334788780193776,9.993996172852349e-06,False,False,155,
correct,ENDPOINT_REFERENCE,158,0.1,0.000331543677020818,8.93903234100435e-06,False,False,155,
correct,ENDPOINT_REFERENCE,159,0.1,0.0003296213399153203,9.411109203938395e-06,False,False,155,
correct,ENDPOINT_REFERENCE,160,0.1,0.00032787126838229597,7.838752026145812e-06,True,True,160,0.0010027437238022685
correct,ENDPOINT_REFERENCE,161,0.05,0.0006665703258477151,8.27896801638417e-05,False,False,160,
correct,ENDPOINT_REFERENCE,162,0.05,0.0006141106714494526,5.706839874619618e-05,False,False,160,
correct,ENDPOINT_REFERENCE,163,0.05,0.0005776413017883897,6.459411088144407e-05,False,False,160,
correct,ENDPOINT_REFERENCE,164,0.05,0.0005445934948511422,6.504324846901e-05,False,False,160,
correct,ENDPOINT_REFERENCE,165,0.05,0.0005191621603444219,6.912506796652451e-05,True,True,165,0.0008808363345451653
correct,ENDPOINT_REFERENCE,166,0.05,0.000500309222843498,7.722945156274363e-05,False,False,165,
correct,ENDPOINT_REFERENCE,167,0.05,0.00048160573351196945,7.568578439531848e-05,False,False,165,
correct,ENDPOINT_REFERENCE,168,0.05,0.0004700041899923235,7.805573841324076e-05,False,False,165,
correct,ENDPOINT_REFERENCE,169,0.05,0.00046039707376621664,7.787179492879659e-05,False,False,165,
correct,ENDPOINT_REFERENCE,170,0.05,0.000450873892987147,7.986218406585976e-05,True,True,170,0.0008470125612802804
correct,ENDPOINT_REFERENCE,171,0.05,0.00044067404814995825,7.567610737169161e-05,False,False,170,
correct,ENDPOINT_REFERENCE,172,0.05,0.0004337516729719937,7.560531958006322e-05,False,False,170,
correct,ENDPOINT_REFERENCE,173,0.05,0.0004274531383998692,7.511190779041499e-05,False,False,170,
correct,ENDPOINT_REFERENCE,174,0.05,0.0004198720271233469,6.756622315151617e-05,False,False,170,
correct,ENDPOINT_REFERENCE,175,0.05,0.0004146109276916832,6.768628372810781e-05,True,False,170,0.0008572973310947418
correct,ENDPOINT_REFERENCE,176,0.05,0.00040969011024571955,6.402149301720783e-05,False,False,170,
correct,ENDPOINT_REFERENCE,177,0.05,0.00040643708780407906,7.058592746034265e-05,False,False,170,
correct,ENDPOINT_REFERENCE,178,0.05,0.0004016552120447159,5.603400495601818e-05,False,False,170,
correct,ENDPOINT_REFERENCE,179,0.05,0.00039747750270180404,5.301112832967192e-05,False,False,170,
correct,ENDPOINT_REFERENCE,180,0.05,0.0003941479080822319,5.231903196545318e-05,True,True,180,0.0008297329768538475
correct,ENDPOINT_REFERENCE,181,0.05,0.0003903611213900149,4.854410872212611e-05,False,False,180,
correct,ENDPOINT_REFERENCE,182,0.05,0.00038589449832215905,4.2909632611554116e-05,False,False,180,
correct,ENDPOINT_REFERENCE,183,0.05,0.0003824290179181844,4.264299786882475e-05,False,False,180,
correct,ENDPOINT_REFERENCE,184,0.05,0.00037910163518972695,4.195730434730649e-05,False,False,180,
correct,ENDPOINT_REFERENCE,185,0.05,0.0003765337751246989,4.0276412619277835e-05,True,True,185,0.0008156246622093022
correct,ENDPOINT_REFERENCE,186,0.05,0.00037322446587495506,3.828142143902369e-05,False,False,185,
correct,ENDPOINT_REFERENCE,187,0.05,0.0003699207736644894,3.4662931284401566e-05,False,False,185,
correct,ENDPOINT_REFERENCE,188,0.05,0.00036732640000991523,3.573004869394936e-05,False,False,185,
