case_id,observation_kind,observation_group,trace_index,generation,state_id,parent_id,ranking_id,rank_index,center_x,center_y,center_z,canonical_center_score,hard_rmse,hard_delta_rmse_vs_parent,hard_delta_rmse_vs_empty,hard_improves_parent,hard_improves_empty,condition_violations,shape,material_label,size_x,size_y,size_z,orientation_deg,truth_used
analytic_five_body,correct,correct,55,1,g001_p000054_empty,empty,g001_b7e43f1d75130653_0000,54,44.0,40.0,39.0,4.163743869867176e-05,0.011625466868281364,0.00273964274674654,0.00273964274674654,False,False,0,dike_hemisphere,9,15.862459776908167,8.532254007170888,11.877243054825392,123.86890158526228,False
analytic_five_body,correct,correct,56,1,g001_p000055_empty,empty,g001_b7e43f1d75130653_0000,55,44.0,43.0,39.0,4.163743869867176e-05,0.00974311400204897,0.0008572898805141449,0.0008572898805141449,False,False,0,dike_hemisphere,9,6.357144134084866,7.566411334707949,10.500436881134041,140.70944784886578,False
analytic_five_body,correct,correct,57,1,g001_p000056_empty,empty,g001_b7e43f1d75130653_0000,56,7.0,40.0,21.0,4.1611248889239505e-05,0.012304414995014668,0.003418590873479843,0.003418590873479843,False,False,0,dike_hemisphere,9,14.039694769954254,11.834282795492184,9.089735266175452,63.64428942093216,False
analytic_five_body,correct,correct,58,1,g001_p000057_empty,empty,g001_b7e43f1d75130653_0000,57,7.0,43.0,21.0,4.1611248889239505e-05,0.0122563811019063,0.0033705569803714752,0.0033705569803714752,False,False,0,dike_hemisphere,9,15.185719069504868,10.781209786406933,8.3071861321786,33.81659917587916,False
analytic_five_body,correct,correct,59,1,g001_p000058_empty,empty,g001_b7e43f1d75130653_0000,58,8.0,39.0,21.0,4.1611248889239505e-05,0.009596537798643112,0.0007107136771082878,0.0007107136771082878,False,False,0,dike_hemisphere,9,6.7065895821890935,6.629224190446976,10.323851995730696,79.05407066435775,False
analytic_five_body,correct,correct,60,1,g001_p000059_empty,empty,g001_b7e43f1d75130653_0000,59,8.0,44.0,21.0,4.1611248889239505e-05,0.010804416611790657,0.0019185924902558327,0.0019185924902558327,False,False,0,ellipsoid,9,6.300055996541113,13.532403640503679,11.39493553511937,65.30539403800866,False
analytic_five_body,correct,correct,61,1,g001_p000060_empty,empty,g001_b7e43f1d75130653_0000,60,11.0,39.0,21.0,4.16112452512607e-05,0.010109796188771725,0.0012239720672369003,0.0012239720672369003,False,False,0,ellipsoid,9,12.320402188403333,6.776557330720971,9.97040460550438,111.29292965064319,False
analytic_five_body,correct,correct,62,1,g001_p000061_empty,empty,g001_b7e43f1d75130653_0000,61,11.0,44.0,21.0,4.16112452512607e-05,0.010204523801803589,0.0013186996802687645,0.0013186996802687645,False,False,0,ellipsoid,9,6.482810766196488,12.555859699232379,8.793716514501817,142.45764220047846,False
analytic_five_body,correct,correct,63,1,g001_p000062_empty,empty,g001_b7e43f1d75130653_0000,62,12.0,40.0,21.0,4.16112452512607e-05,0.010744448751211166,0.001858624629676342,0.001858624629676342,False,False,0,ellipsoid,9,8.50042484671626,11.0876173430538,8.433231874922475,154.09353955160663,False
analytic_five_body,correct,correct,64,1,g001_p000063_empty,empty,g001_b7e43f1d75130653_0000,63,12.0,43.0,21.0,4.16112452512607e-05,0.01008924376219511,0.001203419640660286,0.001203419640660286,False,False,0,dike_hemisphere,9,9.363156775368434,7.215086013447006,11.304751562191077,123.33794030990147,False
